,id,title,release_date,popularity,vote_average
461,183011,Justice League: The Flashpoint Paradox,2013-07-30,4.0831,7.88
462,833,Umberto D.,1952-01-20,2.3796,7.88
463,610150,Dragon Ball Super: Super Hero,2022-06-11,8.0086,7.879
464,662,La Jetée,1962-02-16,2.0524,7.879
465,20271,Divorce Italian Style,1961-12-20,1.3338,7.878
466,665,Ben-Hur,1959-11-18,30.798,7.878
467,393,Kill Bill: Vol. 2,2004-04-16,10.8931,7.877
468,158445,Miracle in Cell No. 7,2013-01-23,4.3184,7.876
469,1297842,GOAT,2026-02-11,280.7787,7.9
470,582927,I'm No Longer Here,2019-10-21,0.9918,7.9
471,491480,The Boy Who Harnessed the Wind,2019-02-14,4.3699,7.875
472,667520,A Whisker Away,2020-06-18,6.8149,7.874
473,505262,My Hero Academia: Two Heroes,2018-08-03,5.0068,7.876
474,47796,Mamma Roma,1962-09-22,1.0876,7.9
475,24238,Mary and Max,2009-04-09,3.666,7.872
476,458302,"Remi, Nobody's Boy",2018-12-12,1.7422,7.9
477,1607,A Bronx Tale,1993-10-01,8.4882,7.871
478,50759,An Autumn Afternoon,1962-11-18,2.1306,7.9
479,11293,Paper Moon,1973-05-09,4.0197,7.87
480,654,On the Waterfront,1954-06-22,4.0534,7.9
481,774531,Young Woman and the Sea,2024-05-31,3.2348,7.868
482,10238,Cries and Whispers,1972-12-21,1.7587,7.868
483,961323,Nimona,2023-06-23,6.1446,7.867
484,16237,Teen Titans: Trouble in Tokyo,2006-09-15,2.3208,7.866
485,265195,Wild Tales,2014-08-21,3.7246,7.863
486,316029,The Greatest Showman,2017-12-20,11.878,7.862
487,369557,Sing Street,2016-03-11,3.5692,7.861
488,613,Downfall,2004-09-16,5.123,7.9
489,944401,Dogman,2023-09-27,3.7619,7.86
490,777,Grand Illusion,1937-06-04,2.2865,7.86
491,482321,Ron's Gone Wrong,2021-10-14,4.4838,7.859
492,455714,Bad Genius,2017-05-03,3.0047,7.859
493,3112,The Night of the Hunter,1955-07-26,3.6522,7.859
494,761898,Sword Art Online the Movie - Progressive - Aria of a Starless Night,2021-10-30,5.1793,7.858
495,32085,Vincent,1982-10-01,1.2428,7.858
496,10191,How to Train Your Dragon,2010-03-18,14.9859,7.857
497,1081676,Forgotten Love,2023-09-26,3.6921,7.855
498,522212,Just Mercy,2019-12-25,4.7415,7.855
499,381341,Perfect Strangers,2016-02-11,3.4482,7.9
500,331482,Little Women,2019-12-25,10.6774,7.9
501,453,A Beautiful Mind,2001-12-14,10.2143,7.855
502,3034,Young Frankenstein,1974-12-15,3.8636,7.854
503,52629,El Infierno,2010-09-03,4.7335,7.9
504,1214484,Let Go,2024-11-01,1.2981,7.9
505,25364,Ace in the Hole,1951-06-29,2.7466,7.851
506,16804,Departures,2008-09-13,4.6977,7.85
507,89,Indiana Jones and the Last Crusade,1989-05-24,10.5,7.85
508,275,Fargo,1996-03-08,10.2863,7.849
509,585,"Monsters, Inc.",2001-11-01,20.3183,7.848
510,698948,Thirteen Lives,2022-07-18,4.9002,7.8
511,11656,The Virgin Spring,1960-02-08,1.6502,7.847
512,501929,The Mitchells vs. the Machines,2021-04-22,7.6284,7.844
513,399174,Isle of Dogs,2018-03-23,6.8961,7.845
514,59440,Warrior,2011-09-09,8.3967,7.843
515,16,Dancer in the Dark,2000-09-01,4.1157,7.844
516,581528,"The Gangster, the Cop, the Devil",2019-05-15,10.8808,7.8
517,968,Dog Day Afternoon,1975-09-21,6.1164,7.843
518,546554,Knives Out,2019-11-27,14.3422,7.84
519,505192,Shoplifters,2018-06-02,5.7948,7.841
520,152601,Her,2013-12-18,12.7421,7.841
521,33320,Millennium Actress,2002-09-14,4.1937,7.841
522,435129,The Breadwinner,2017-11-17,2.7345,7.84
523,235,Stand by Me,1986-08-08,10.8966,7.84
524,115,The Big Lebowski,1998-03-06,10.4732,7.84
525,550205,Wish Dragon,2021-01-15,4.8789,7.838
526,2062,Ratatouille,2007-06-28,15.871,7.838
527,293299,Feast,2014-10-25,1.4022,7.837
528,379170,Sherlock: The Abominable Bride,2016-01-01,3.7367,7.836
529,323272,War Room,2015-08-28,3.8502,7.8
530,23160,Werckmeister Harmonies,2001-02-01,2.0718,7.8
531,677638,We Bare Bears: The Movie,2020-06-30,36.5419,7.8
532,581,Dances with Wolves,1990-03-30,8.6717,7.835
533,93,Anatomy of a Murder,1959-07-01,3.8031,7.835
534,406785,Inner Workings,2016-11-23,1.3739,7.8
535,178682,The Wizards Return: Alex vs. Alex,2013-06-01,1.7181,7.834
536,33602,Temple Grandin,2010-02-06,2.7826,7.834
537,266856,The Theory of Everything,2014-11-07,4.2626,7.833
538,16859,Kiki's Delivery Service,1989-07-29,10.6919,7.833
539,438695,Sing 2,2021-12-01,10.7695,7.8
540,52345,Lisbela and the Prisoner,2003-08-22,0.4469,7.827
541,9479,The Nightmare Before Christmas,1993-10-09,10.7352,7.83
542,47931,Elite Squad: The Enemy Within,2010-10-08,3.9461,7.829
543,32480,The Marquis of Grillo,1981-12-23,1.2403,7.829
544,698508,Redeeming Love,2022-01-21,10.4901,7.831
545,45523,Louis C.K.: Hilarious,2010-01-26,0.6173,7.828
546,31442,Ivan's Childhood,1962-05-09,3.4925,7.8
547,6075,Carlito's Way,1993-11-10,7.0129,7.828
548,3083,Mr. Smith Goes to Washington,1939-10-19,4.2032,7.827
549,779047,Us Again,2021-03-03,1.2006,7.826
550,86000,Always,2011-10-20,3.5231,7.826
551,27064,Mishima: A Life in Four Chapters,1985-09-20,3.8504,7.8
552,5924,Papillon,1973-12-16,4.5073,7.827
553,391,A Fistful of Dollars,1964-09-12,7.5023,7.826
554,445030,"No Game, No Life: Zero",2017-07-15,4.3076,7.83
555,430424,See You Up There,2017-10-25,1.8683,7.825
556,2440,Joint Security Area,2000-09-09,4.5675,7.825
557,11953,Kagemusha,1980-04-26,3.1115,7.824
558,1280,3-Iron,2004-10-15,2.5821,7.824
559,826,The Bridge on the River Kwai,1957-10-11,4.5677,7.8
560,11697,The Man Who Shot Liberty Valance,1962-04-13,3.952,7.821
561,502,Fail Safe,1964-10-07,2.3291,7.821
562,714888,Argentina 1985,2022-09-29,2.5075,7.8
563,805,Rosemary's Baby,1968-06-12,5.3956,7.82
564,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,20.8814,7.8
565,554590,Tod@s Caen,2019-08-30,0.9047,7.8
566,263115,Logan,2017-02-28,12.793,7.819
567,10315,Fantastic Mr. Fox,2009-10-14,8.515,7.8
568,303867,World of Tomorrow,2015-01-22,0.8901,7.8
569,83564,La luna,2012-02-10,1.7802,7.819
570,3078,It Happened One Night,1934-02-22,2.8718,7.818
571,107,Snatch,2000-09-01,10.4873,7.818
572,650031,The Shadow in My Eye,2021-10-28,1.9387,7.8
573,12,Finding Nemo,2003-05-30,17.0106,7.817
574,314365,Spotlight,2015-11-06,6.9304,7.816
575,14574,The Boy in the Striped Pyjamas,2008-05-07,8.3878,7.816
576,596,The Grapes of Wrath,1940-03-15,3.6196,7.816
577,24167,Two Women,1960-12-22,2.7161,7.815
578,4977,Paprika,2006-10-01,7.9254,7.815
579,594634,Close to the Horizon,2019-10-10,2.3127,7.814
580,31411,The Cameraman,1928-09-10,1.8636,7.8
581,25606,Fantozzi: White Collar Blues,1975-03-27,1.4776,7.814
582,631,Sunrise: A Song of Two Humans,1927-11-04,2.0969,7.8
583,5801,Pather Panchali,1955-08-26,3.424,7.813
584,80,Before Sunset,2004-06-16,4.7613,7.811
585,200727,"Love, Rosie",2014-10-16,6.3798,7.81
586,16761,A Movie of Eggs,2006-04-21,1.2466,7.809
587,531,The Wrong Trousers,1993-12-17,2.4361,7.8
588,22843,Evangelion: 2.0 You Can (Not) Advance,2009-06-26,6.8482,7.8
589,10774,Network,1976-11-27,5.3815,7.808
590,198,To Be or Not to Be,1942-03-06,2.3814,7.8
591,419478,Midnight Sun,2018-03-22,3.3436,7.807
592,367412,Whiplash,2013-01-18,2.1836,7.807
593,562,Die Hard,1988-07-15,17.6961,7.807
594,301,Rio Bravo,1959-03-08,5.5184,7.807
595,152742,The Best Offer,2013-01-01,3.9412,7.805
596,762,Monty Python and the Holy Grail,1975-04-03,8.0168,7.805
597,552532,Charm City Kings,2020-01-27,4.5373,7.8
598,522402,Finch,2021-11-04,5.5295,7.805
599,335578,Land of Mine,2015-12-03,2.1588,7.804
600,285700,The Fool,2014-08-09,1.678,7.804
601,10193,Toy Story 3,2010-06-16,14.0246,7.804
602,398924,A Bag of Marbles,2017-01-18,2.032,7.803
603,84892,The Perks of Being a Wallflower,2012-09-20,10.1529,7.802
604,1018,Mulholland Drive,2001-06-06,10.4492,7.803
605,674,Harry Potter and the Goblet of Fire,2005-11-16,25.3627,7.801
606,527774,Raya and the Last Dragon,2021-03-03,8.6492,7.8
607,393559,My Life as a Zucchini,2016-09-22,1.5783,7.8
608,1376434,Predator: Killer of Killers,2025-06-05,11.3884,7.796
609,5915,Into the Wild,2007-09-21,6.9574,7.799
610,2118,L.A. Confidential,1997-09-19,7.1658,7.799
611,937746,Io Capitano,2023-09-07,3.4827,7.798
612,10775,Infernal Affairs,2002-12-12,7.3749,7.798
613,1394,Nostalgia,1983-05-01,2.1876,7.797
614,56231,The Working Class Goes to Heaven,1971-09-17,1.0875,7.8
615,31011,Mr. Nobody,2009-11-06,7.5986,7.796
616,548544,Invisible Life,2019-08-30,0.9661,7.795
617,149870,The Wind Rises,2013-07-20,8.5447,7.795
618,11621,Porco Rosso,1992-07-18,6.404,7.795
619,1366,Rocky,1976-12-03,11.745,7.794
620,113,"Spring, Summer, Fall, Winter... and Spring",2003-09-19,3.6302,7.794
621,348892,Bajrangi Bhaijaan,2015-07-17,2.155,7.793
622,49797,I Saw the Devil,2010-08-12,7.5243,7.793
623,49026,The Dark Knight Rises,2012-07-17,23.2878,7.793
624,13042,Presto,2008-06-27,1.8634,7.794
625,568012,One Piece: Stampede,2019-01-03,2.9395,7.8
626,15859,A Moment to Remember,2004-11-05,2.2526,7.8
627,3870,1900,1976-08-28,3.1016,7.8
628,45752,Scooby-Doo! Camp Scare,2010-09-14,2.4006,7.8
629,29845,A Woman Under the Influence,1974-11-18,2.5517,7.789
630,12496,The Twilight Samurai,2002-11-02,3.1433,7.8
631,58129,The Phantom Carriage,1921-01-01,2.9145,7.787
632,11830,Tampopo,1985-11-23,4.5806,7.787
633,5961,Fanny and Alexander,1982-12-17,2.0452,7.8
634,976893,Perfect Days,2023-11-10,10.3982,7.785
635,31056,A Short Film About Love,1988-08-21,1.3114,7.781
636,22683,Gifted Hands: The Ben Carson Story,2009-02-07,4.2303,7.785
637,142,Brokeback Mountain,2005-10-22,9.3038,7.785
638,9475,Scent of a Woman,1992-12-23,9.4286,7.784
639,262,The King of Comedy,1982-12-18,4.0031,7.8
640,783675,The First Slam Dunk,2022-12-03,3.2808,7.783
641,579245,The Specials,2019-10-23,1.9316,7.8
642,508943,Luca,2021-06-17,10.2432,7.782
643,438631,Dune,2021-09-15,32.6008,7.779
644,51533,Let the Bullets Fly,2010-12-20,4.5093,7.8
645,29458,One Hundred Steps,2000-09-01,1.1062,7.8
646,14282,Ninja Scroll,1993-06-05,6.3136,7.779
647,11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003-05-28,2.3377,7.774
648,14069,The Girl Who Leapt Through Time,2006-07-15,6.2354,7.779
649,165,Back to the Future Part II,1989-11-22,10.6647,7.778
650,2721,Z,1969-02-26,3.148,7.777
651,901563,Close,2022-11-01,3.8452,7.775
652,277216,Straight Outta Compton,2015-08-11,5.3229,7.8
653,632322,All My Life,2020-10-23,2.5655,7.771
654,359156,Don't Be Bad,2015-09-08,0.848,7.8
655,11005,Awakenings,1990-12-04,6.4213,7.775
656,785084,The Whale,2022-12-09,8.8575,7.774
657,1208348,Rental Family,2025-11-20,15.3391,7.776
658,11602,Through a Glass Darkly,1961-10-16,1.2234,7.773
659,934,Rififi,1955-04-13,2.1055,7.773
660,25050,Still Walking,2008-06-28,2.9374,7.772
661,6844,The Ten Commandments,1956-10-05,38.5108,7.8
662,593,Solaris,1972-03-20,4.1605,7.772
663,712454,The Summit of the Gods,2021-09-22,1.3213,7.8
664,887,The Best Years of Our Lives,1946-12-25,3.933,7.8
665,946,Letter from an Unknown Woman,1948-04-28,1.8445,7.8
666,5511,Le Samouraï,1967-10-25,2.9885,7.768
667,136,Freaks,1932-01-01,3.1338,7.767
668,760774,One Life,2023-12-21,5.5636,7.8
669,13855,The Chaser,2008-02-14,4.5121,7.765
670,5000,Forbidden Games,1952-05-09,1.5414,7.765
671,141,Donnie Darko,2001-01-19,10.5873,7.765
672,71157,Polisse,2011-10-06,1.658,7.763
673,9421,The Dinner Game,1998-04-15,2.5696,7.763
674,925,Do the Right Thing,1989-06-14,5.3614,7.763
675,14756,Ip Man,2008-12-12,4.7528,7.762
676,169813,Short Term 12,2013-08-23,2.1512,7.761
677,86837,Amour,2012-09-20,2.8276,7.76
678,22504,The King and the Mockingbird,1980-03-19,2.0175,7.8
679,269149,Zootopia,2016-02-11,31.6589,7.759
680,17483,Shelter,2007-06-16,2.6933,7.759
681,1417,Pan's Labyrinth,2006-10-11,9.7315,7.759
682,583,Life of Brian,1979-08-17,8.0588,7.759
683,144,Wings of Desire,1987-09-23,3.2724,7.8
684,40662,Batman: Under the Red Hood,2010-07-27,3.2992,7.758
685,808,Shrek,2001-05-18,29.5602,7.758
686,587,Big Fish,2003-12-10,10.0694,7.758
687,523781,Words on Bathroom Walls,2020-08-21,2.3585,7.8
688,273248,The Hateful Eight,2015-12-25,16.3069,7.756
689,18079,Nine Queens,2000-08-31,2.3396,7.76
690,715931,Emancipation,2022-12-02,4.4888,7.8
691,28162,A Matter of Life and Death,1946-12-15,3.8164,7.8
692,12429,Ponyo,2008-07-19,9.5724,7.8
693,1480,Touch of Evil,1958-03-30,3.42,7.754
694,117,The Untouchables,1987-06-03,6.8801,7.754
695,911430,F1,2025-06-25,34.409,7.753
696,652722,In the Arms of an Assassin,2019-12-06,2.3983,7.8
697,24480,Partly Cloudy,2009-05-28,2.0931,7.753
698,5991,The Last Laugh,1924-12-23,1.342,7.8
699,1675,Day for Night,1973-05-24,1.9118,7.753
700,937278,A Man Called Otto,2022-12-28,8.2649,7.752
701,20873,The Diamond Arm,1969-04-28,2.1073,7.752
702,10229,A Walk to Remember,2002-01-25,6.0484,7.8
703,553,Dogville,2003-05-21,5.0813,7.752
704,380,Rain Man,1988-12-12,8.2119,7.751
705,1010581,My Fault,2023-06-08,38.7297,7.75
706,166428,How to Train Your Dragon: The Hidden World,2019-01-03,11.4446,7.749
707,14811,Fiddler on the Roof,1971-11-03,3.8229,7.749
708,428493,God's Own Country,2017-08-31,3.5249,7.7
709,396535,Train to Busan,2016-07-20,16.2095,7.748
710,15265,The Red Balloon,1956-08-24,1.1522,7.7
711,423612,Never Look Away,2018-10-03,2.0655,7.746
712,359784,Maudie,2016-06-16,2.6011,7.745
713,1700,Misery,1990-11-30,11.4545,7.745
714,143,All Quiet on the Western Front,1930-04-29,4.6823,7.7
715,322,Mystic River,2003-10-08,8.8223,7.744
716,792,Platoon,1986-12-19,9.0757,7.743
717,404,The Straight Story,1999-10-15,4.5371,7.742
718,570503,Tune in for Love,2019-08-28,3.5026,7.7
719,126319,Ernest & Celestine,2012-12-12,2.2546,7.741
720,9552,The Exorcist,1973-12-26,12.6065,7.741
721,211954,Instructions Not Included,2013-07-20,2.4301,7.74
722,203217,My Mom Is a Character,2013-06-21,0.6123,7.7
723,903,Cool Hand Luke,1967-11-01,4.5635,7.739
724,113833,The Normal Heart,2014-05-25,2.3968,7.737
725,5528,The Chorus,2004-03-17,4.3856,7.737
726,123025,"Batman: The Dark Knight Returns, Part 1",2012-09-25,3.9776,7.736
727,609242,The Heist of the Century,2020-01-16,2.5893,7.735
728,96721,Rush,2013-09-02,8.8973,7.735
729,703,Annie Hall,1977-04-19,5.2756,7.7
730,492188,Marriage Story,2019-09-28,7.4075,7.734
731,27670,Nothing Left to Do But Cry,1984-12-20,0.8122,7.7
732,12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,21.7105,7.734
733,216,Ali: Fear Eats the Soul,1974-03-05,1.4437,7.734
734,45269,The King's Speech,2010-11-26,6.283,7.733
735,25253,Crooks in Clover,1963-11-27,2.7351,7.7
736,12516,Dreams,1990-05-11,3.62,7.7
737,334,Magnolia,1999-12-17,7.4694,7.733
738,15121,The Sound of Music,1965-03-29,9.5577,7.73
739,12405,Slumdog Millionaire,2008-11-12,5.7928,7.73
740,303,Notorious,1946-08-21,3.4845,7.729
741,585511,Luck,2022-08-05,10.2447,7.7
742,15916,Angel's Egg,1985-12-22,4.1618,7.7
743,2204,Alice in the Cities,1974-05-17,1.2714,7.7
744,1139817,Officer Black Belt,2024-09-12,4.7744,7.725
745,382591,Two Is a Family,2016-12-07,2.5131,7.725
746,11902,Underground,1995-05-13,2.7364,7.7
747,10020,Beauty and the Beast,1991-10-22,13.0118,7.725
748,873,The Color Purple,1985-12-18,4.5401,7.726
749,858024,Hamnet,2025-11-26,26.7571,7.72
750,597316,My Little Pony: A New Generation,2021-09-22,2.9041,7.7
751,2108,The Breakfast Club,1985-02-15,8.2774,7.724
752,579974,RRR,2022-03-24,8.7022,7.723
753,177572,Big Hero 6,2014-10-24,20.895,7.723
754,61979,Three Steps Above Heaven,2010-12-03,9.9526,7.724
755,20126,Deep Red,1975-03-07,2.7845,7.7
756,11299,Cowboy Bebop: The Movie,2001-09-01,5.6776,7.723
757,545611,Everything Everywhere All at Once,2022-03-24,15.4338,7.722
758,272,Batman Begins,2005-06-10,16.0634,7.7
759,30959,Kwaidan,1965-01-06,4.5422,7.7
760,9806,The Incredibles,2004-11-05,14.6275,7.722
761,1040,The Leopard,1963-03-27,4.109,7.7
762,696,Manhattan,1979-04-25,4.6022,7.7
763,205,Hotel Rwanda,2004-12-22,4.8602,7.72
764,882569,Guy Ritchie's The Covenant,2023-04-19,12.6716,7.718
765,32579,Under the Same Moon,2007-07-27,2.8748,7.72
766,22596,Safety Last!,1923-04-01,1.6208,7.719
767,162,Edward Scissorhands,1990-12-07,11.4931,7.7
768,369299,Don't Blame the Kid,2016-05-13,1.941,7.7
769,49046,All Quiet on the Western Front,2022-10-07,6.4357,7.717
770,525,The Blues Brothers,1980-06-16,6.0016,7.716
771,666277,Past Lives,2023-06-02,7.4104,7.715
772,23832,For Love and Gold,1966-04-07,1.4873,7.7
773,12491,Accattone,1961-09-25,1.3363,7.7
774,9800,Philadelphia,1993-12-22,7.8536,7.714
775,336804,Mustang,2015-06-17,1.9562,7.713
776,980,The Ox-Bow Incident,1943-03-11,2.55,7.712
777,453191,The Big Bad Fox and Other Tales,2017-06-21,1.7443,7.7
778,1426776,STRAW,2025-06-05,11.1134,7.71
779,242582,Nightcrawler,2014-10-23,13.2008,7.709
780,49687,Marriage Italian Style,1964-12-18,1.641,7.7
781,980489,Gran Turismo,2023-08-09,9.6851,7.708
782,374473,"I, Daniel Blake",2016-10-21,2.5981,7.708
783,10227,PlayTime,1967-12-13,2.1971,7.707
784,1626,Vivre Sa Vie,1962-09-20,1.6714,7.7
785,603692,John Wick: Chapter 4,2023-03-21,16.8755,7.706
786,40619,Day & Night,2010-06-17,1.752,7.708
787,309,The Celebration,1998-06-19,2.9158,7.7
788,705861,Hustle,2022-06-03,4.4682,7.705
789,11171,Mysterious Skin,2005-03-30,6.897,7.706
790,963,The Maltese Falcon,1941-10-18,4.0409,7.705
791,1242898,Predator: Badlands,2025-11-05,68.6914,7.704
792,688,The Bridges of Madison County,1995-06-02,5.6293,7.7
793,30018,Mother,2009-05-28,5.2078,7.703
794,28276,Good Morning,1959-05-12,3.3727,7.7
795,672,Harry Potter and the Chamber of Secrets,2002-11-13,25.6249,7.703
796,843241,The Seven Deadly Sins: Cursed by Light,2021-07-02,4.277,7.702
797,221732,Rurouni Kenshin Part III: The Legend Ends,2014-09-13,4.0492,7.702
798,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,2021-09-14,3.0535,7.7
799,24657,The Sacrifice,1986-05-09,2.4733,7.701
800,851,Brief Encounter,1945-11-24,3.6642,7.7
801,502033,Sound of Metal,2020-11-20,3.2515,7.699
802,451945,BPM (Beats per Minute),2017-08-23,1.6158,7.698
803,486589,Red Shoes and the Seven Dwarfs,2019-07-25,3.4791,7.697
804,177945,"Like Father, Like Son",2013-09-24,3.6278,7.696
805,2493,The Princess Bride,1987-09-25,9.4303,7.695
806,396,Who's Afraid of Virginia Woolf?,1966-06-22,3.7385,7.695
807,375794,"No manches, Frida",2016-09-02,2.9539,7.694
808,3114,The Searchers,1956-05-16,3.4992,7.694
809,286217,The Martian,2015-09-30,20.5031,7.693
810,16052,Selena,1997-03-21,3.9199,7.7
811,336808,Embrace of the Serpent,2015-05-25,1.6244,7.692
812,51608,The Man from Nowhere,2010-08-04,7.8547,7.692
813,602063,Rurouni Kenshin: The Final,2021-04-23,6.5784,7.7
814,773,Little Miss Sunshine,2006-07-26,6.8619,7.691
815,1027014,Entergalactic,2022-09-28,2.8815,7.69
816,19026,Azur & Asmar: The Princes' Quest,2006-10-25,2.1676,7.7
817,9912,The World's Fastest Indian,2005-10-12,4.2166,7.689
818,297222,PK,2014-12-18,6.4153,7.689
819,137182,The Broken Circle Breakdown,2012-10-09,1.0515,7.689
820,13187,A Charlie Brown Christmas,1965-12-09,2.2863,7.689
821,632,Stalag 17,1953-05-29,3.5734,7.7
822,573699,White Snake,2019-01-11,3.0976,7.7
823,30020,Taste of Cherry,1997-09-28,3.4275,7.688
824,613868,Cousins,2019-12-10,1.5799,7.687
825,234200,Pride,2014-09-12,3.2008,7.688
826,158,Knockin' on Heaven's Door,1997-02-20,1.9482,7.687
827,336,"Duck, You Sucker",1971-10-29,3.2941,7.7
828,980026,The Promised Land,2023-10-05,4.921,7.685
829,44214,Black Swan,2010-12-03,10.7175,7.685
830,9023,Spirit: Stallion of the Cimarron,2002-05-24,7.4433,7.686
831,4480,Jean de Florette,1986-08-27,1.6092,7.685
832,990,The Hustler,1961-09-25,4.2476,7.685
833,993,Sleuth,1972-12-10,3.045,7.683
834,713776,If Anything Happens I Love You,2020-03-07,0.8226,7.683
835,337960,Holding the Man,2015-08-27,1.4047,7.7
836,10757,Kabhi Khushi Kabhie Gham,2001-12-14,5.2547,7.675
837,244063,Boys,2014-01-08,1.6068,7.681
838,238628,Tangerines,2013-10-17,1.4332,7.681
839,767,Harry Potter and the Half-Blood Prince,2009-07-15,20.8253,7.681
840,527776,Overcomer,2019-08-22,4.1061,7.7
841,578,Jaws,1975-06-20,18.0642,7.68
842,82702,How to Train Your Dragon 2,2014-06-05,12.2617,7.679
843,1632,Mississippi Burning,1988-12-08,4.0592,7.679
844,965150,Aftersun,2022-10-21,6.9524,7.678
845,539517,Constantine: City of Demons - The Movie,2018-10-04,2.5408,7.7
846,30588,Monsieur Verdoux,1947-08-27,1.897,7.7
847,21135,L'Eclisse,1962-04-13,2.0683,7.677
848,218,The Terminator,1984-10-26,32.2438,7.7
849,14438,Fireproof,2008-09-26,4.3036,7.7
850,413594,Sword Art Online the Movie: Ordinal Scale,2017-02-18,5.3687,7.675
851,393729,Divines,2016-08-31,0.7282,7.7
852,83666,Moonrise Kingdom,2012-05-16,4.1707,7.675
853,13466,October Sky,1999-02-19,4.4927,7.675
854,11787,Harvey,1950-12-04,3.0226,7.675
855,11362,The Count of Monte Cristo,2002-01-23,8.3641,7.675
856,5544,Hiroshima Mon Amour,1959-06-10,2.101,7.675
857,974036,Ordinary Angels,2024-02-22,4.932,7.68
858,14580,The Big Heat,1953-10-14,2.778,7.674
859,506574,Descendants 3,2019-08-02,4.4396,7.7
860,11220,Fallen Angels,1995-09-06,7.9189,7.672
861,675,Harry Potter and the Order of the Phoenix,2007-07-08,21.0537,7.672
862,656563,Rich in Love,2020-04-30,1.3656,7.7
863,435366,Fabricated City,2017-02-09,3.2894,7.671
864,2433,The Young Girls of Rochefort,1967-03-08,2.0926,7.7
865,1175942,The Bad Guys 2,2025-07-24,27.9638,7.669
866,3763,Onibaba,1964-11-21,2.745,7.7
867,556984,The Trial of the Chicago 7,2020-09-25,3.6864,7.668
868,1633,Fried Green Tomatoes,1991-12-27,5.6171,7.669
869,51739,The Secret World of Arrietty,2010-07-16,7.8512,7.668
870,13151,Scooby-Doo on Zombie Island,1998-09-22,3.3387,7.668
871,1075,"Black Cat, White Cat",1998-06-01,2.888,7.7
872,845,Strangers on a Train,1951-06-27,4.57,7.668
